Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
1257	Unknown	1427	4.814	5.480	5.738	528.04999	1673	22666	1.000	1673.00000	10.047	0.929	0.991	0.995		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1673.00000	528.04999:4910 529.04572:3486 530.04413:834	null
1258	Unknown	1427	4.765	5.480	6.143	529.04572	1221	16641	1.000	1221.00000	8.609	0.907	1.000	0.748		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1221.00000	529.04572:3486 530.04413:834 531.04468:296	null
1259	no MS2: [(1aS,1bS,2S,5aR,6S,6aS)-1a-(hydroxymethyl)-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,5a,6,6a-tetrahydro-1bH-oxireno[5,6]cyclopenta[1,3-c]pyran-6-yl] (E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate	1427	4.715	5.480	6.143	537.16437	4097	59381	1.000	4096.75000	15.591	0.736	1.000	0.748		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	537.16138	C25H30O13	Coumaric acids and derivatives	LRHHPZILMPIMIY-GGKKSNITSA-N	O=C(OC1C2OC2(CO)C3C(OC=CC13)OC4OC(CO)C(O)C(O)C4O)C=CC5=CC=C(OC)C(O)=C5	530	False	True	False	0.00	0.96	0.000	0.000	0.000	-1.00	-1.00	0.314	4096.75000	537.16437:9484 538.17108:2408	null
1260	Unknown	1427	4.765	5.480	6.143	538.17108	1007	14199	1.000	1006.62500	7.712	0.902	1.000	0.748		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1006.62500	538.17108:2408 539.17450:1530 540.16516:666	null
1261	no MS2: NCGC00384835-01![4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl 2,3-dihydroxy-2-[(4-hydroxyphenyl)methyl]butanoate	1427	4.614	5.480	6.243	539.17450	1570	28269	1.000	1570.12500	7.679	0.915	1.000	0.994		[M+HCOO]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	539.17700	C24H30O11	Phenolic glycosides	FKMASXTUONWHBB-UHFFFAOYSA-N	O=C(OCC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1)C(O)(CC3=CC=C(O)C=C3)C(O)C	530	False	True	False	0.00	0.97	0.000	0.000	0.000	-1.00	-1.00	0.320	1570.12500	539.17450:1530 540.16516:666	null
1262	Unknown	1427	4.968	5.480	6.143	601.33551	4066	57472	1.000	4065.62500	15.205	0.946	1.000	0.740		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4065.62500	601.33551:10528 602.34015:2828 603.33844:824	null
1263	Unknown	1427	5.121	5.480	6.094	602.34015	1180	16658	1.000	1180.25000	8.254	0.938	0.990	0.740		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1180.25000	602.34015:2828 603.33844:824	null
1264	Unknown	1427	4.814	5.480	6.044	611.28455	1499	21661	1.000	1499.12500	9.535	0.830	0.994	0.740		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1499.12500	611.28455:3118 612.28656:1116	null
1265	no MS2: NCGC00381001-01_C32H41NO11_	1427	5.121	5.480	6.341	614.26892	1408	22987	1.000	1408.12500	8.050	0.796	0.994	0.994		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	614.26099	C32H41NO11	Glutamic acid and derivatives	AAIIJIOWYALNCC-PPNZYPONSA-N	O=C(O)CCC(C(=O)O)N1C(=O)C2=CC(O)=C3C(OC4(C3)C(C)CCC5C(C)(C)C(OC(=O)C)C(OC(=O)C)CC54C)=C2C1	530	False	True	False	0.00	0.81	0.000	0.000	0.000	-1.00	-1.00	0.239	1408.12500	614.26892:2330 615.26941:908	null
1266	Unknown	1427	4.715	5.480	6.143	671.23474	4900	69369	1.000	4899.62500	16.870	0.719	1.000	0.748		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4899.62500	671.23474:12708 672.23608:4832 673.23828:1614	71.01293:1168 72.99247:796 75.00716:2432 78.98513:1336 79.95615:892 80.96358:1344 85.02835:2708 87.00813:744 95.01247:660 96.95877:1272 99.00778:1438 103.00235:1150 113.02299:11608 117.01824:1174 125.02309:9356 126.02470:602 139.03860:1050 145.06136:1092 162.02417:2258 165.09332:1496 175.02563:3880 190.96724:794 193.03648:2700 194.05110:2300 203.00278:1888 203.99617:810 204.98106:41976 205.98412:2904 206.97723:1594 207.14954:622 209.06778:2076 218.99538:6938 219.99834:620 224.06166:3276 224.56383:994 225.11282:698 231.05089:780 242.01175:3612 246.07283:3684 246.57440:716 251.01068:1406 269.14896:4340 282.04605:1742 287.02081:4084 287.60889:690 288.61563:736 331.17514:2762 337.03824:2810 339.06339:1070 341.12317:2850 343.13739:1174 351.16196:932 387.16678:1132 399.16376:3186 401.16141:10874 402.16425:2628 403.16019:2784 404.16156:1120 405.17374:914 449.12723:1430 463.23151:1466 464.23553:894 465.24570:39838 466.24942:16056 467.25336:2424 469.22177:2042 471.23730:2286 481.23895:1682 482.24536:648 673.32074:842
1267	Unknown	1427	4.715	5.480	6.143	672.23608	1906	26981	1.000	1905.75000	10.421	0.933	1.000	0.748		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1905.75000	672.23608:4832 673.23828:1614 674.23505:454	null
1268	Unknown	1427	4.715	5.480	6.143	717.26569	1092	15615	1.000	1091.62500	7.861	0.920	1.000	0.748		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1091.62500	717.26569:2694 718.26941:882 719.26880:752	null
1269	no MS2: Hederagenin base -2H + 1O, O-AcetylHex; PlaSMA ID-1960	1427	4.665	5.480	6.243	735.40283	5047	74609	1.000	5046.75000	17.100	0.856	1.000	0.740		[M+HCOO]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	8.150	735.39429	C38H58O11	Triterpene saponins	XLTWUPQILPHRFU-UHFFFAOYNA-N	CC(=O)OCC1OC(OC2CCC3(C)C(CCC4(C)C3C(=O)C=C3C5CC(C)(CCC5(C)CCC43C)C(O)=O)C2(C)CO)C(O)C(O)C1O	530	False	True	False	0.00	0.84	0.000	0.000	0.000	-1.00	-1.00	0.256	5046.75000	735.40283:9962 736.40656:4676	null
1270	Unknown	1427	4.765	5.480	6.143	736.40656	2137	30633	1.000	2136.87500	11.333	0.855	1.000	0.740		[M+HCOO]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2136.87500	736.40656:4676 737.41284:1284 738.41223:534	null
1271	Unknown	1427	4.765	5.480	5.738	807.37506	1346	21243	1.000	1346.25000	8.457	0.802	1.000	0.748		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1346.25000	807.37506:2726 808.37830:1126	null
1272	no MS2: 4-METHYLCATECHOL	1445	5.070	5.532	6.195	123.04442	1984	44367	1.000	1984.25000	7.917	0.667	0.998	0.505		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	123.04500	C7H8O2	Catechols	ZBCATMYQYDCTIZ-UHFFFAOYSA-N	OC1=CC=C(C=C1O)C	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.332	1984.25000	123.04442:3812 124.03958:1542	null
1273	low score: 2-Aminoethylphosphonate	1445	4.916	5.532	5.790	124.01543	9982	139733	78.546	127.07920	23.735	0.924	1.000	0.758		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	124.01691	C2H8NO3P	Organic phosphonic acids	QQVDJLLNRSOCEL-UHFFFAOYSA-N	NCCP(O)(O)=O	530	False	True	False	0.00	0.99	0.551	0.570	0.806	2.00	1.00	1.491	127.07920	124.01543:35828 125.02333:39544	79.95625:812 83.98918:866 95.01266:894 123.00672:1090 124.01589:708
1274	Unknown	1445	4.564	5.532	6.389	126.00129	1446	25051	1.000	1446.25000	8.376	0.798	1.000	0.744		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1446.25000	126.00090:2882 127.00354:976	null
1275	Unknown	1445	5.121	5.532	6.195	126.09157	1204	17031	1.000	1203.50000	8.527	0.708	1.000	0.758		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1203.50000	126.09157:2852 127.09302:362	null
1276	no MS2: Dihydro-4,4-dimethyl-2,3-furandione	1445	5.070	5.532	6.044	127.03958	3161	73461	1.000	3037.62500	10.301	0.809	1.000	0.504		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	127.04007	C6H8O3	Gamma butyrolactones	HRTOQFBQOFIFEE-UHFFFAOYSA-N	O=C1OCC(C1=O)(C)C	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.333	3037.62500	127.03896:4932 128.03514:898	null
1277	no MS2: Isoleucine (Not validated); PlaSMA ID-50	1445	5.070	5.532	5.790	130.08638	4450	90836	125.692	34.15999	12.403	0.727	0.995	0.603		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	3.660	130.08681	C6H13NO2	Amino acids	AGPKZVBTJJNPAG-UHFFFAOYNA-N	O=C(O)C(N)C(C)CC	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.333	34.15999	130.08638:11626 131.09053:668 132.07974:2266	null
1278	low score: 3-Methoxycatechol	1445	4.814	5.532	6.044	139.03909	8314	169284	46.552	178.59300	17.789	0.686	0.998	0.436		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	139.04010	C7H8O3	null	LPYUENQFPVNPHY-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.997	0.866	0.866	1.00	1.00	1.885	178.59300	139.03909:27266 140.04169:1860	124.01502:1032
1279	no MS2: 1H-Benzimidazol-2-ylcyanamide	1445	5.223	5.532	5.841	157.05132	3808	77589	160.973	18.74540	10.953	0.806	0.999	0.759		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	157.05200	C8H6N4	null	NYLIXUBOFQIMGV-UHFFFAOYSA-N		530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.332	18.74540	157.05132:6324 158.05484:814	null
1280	low score: INDOLE-3-ETHANOL	1445	4.214	5.532	6.389	160.07782	4321	69604	1.000	4320.50000	14.727	0.810	0.994	1.000		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	160.07600	C10H11NO	3-alkylindoles	MBBOMCVGYCRMEA-UHFFFAOYSA-N	OCCC1=CNC=2C=CC=CC21	530	False	True	False	0.00	0.98	0.203	0.938	0.170	2.00	0.14	1.143	4320.50000	160.07782:10964 161.08266:4092 162.08643:520	116.04973:740 116.07003:6742 131.03679:1058
1281	no MS2: Guanidinoethyl sulfonate	1445	4.968	5.532	5.790	166.03453	3106	62502	1.000	3083.37500	13.489	0.924	0.996	0.998		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	166.02921	C3H9N3O3S	null	JKLRIMRKZBSSED-UHFFFAOYSA-N		530	False	True	False	0.00	0.87	0.000	0.000	0.000	-1.00	-1.00	0.267	3083.37500	166.03453:9362 167.03635:3498 168.03244:1052	null
1282	no MS2: Gallic acid	1445	4.765	5.532	5.738	169.01881	4833	76701	1.000	4832.87500	13.037	0.634	0.970	0.306		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	169.02200	C7H6O5	Gallic acids	LNTHITQWFMADLM-UHFFFAOYSA-N	O=C(O)C1=CC(O)=C(O)C(O)=C1	530	False	True	False	0.00	0.95	0.000	0.000	0.000	-1.00	-1.00	0.308	4832.87500	169.01881:14262 170.02338:616 171.01347:2022	null
1283	low score: 1-Acetyl-4-piperidinecarboxylic acid	1445	5.070	5.532	5.790	170.08344	24958	358235	1.000	24859.38000	38.127	0.901	0.998	0.758		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	170.08231	C8H13NO3	null	WFCLWJHOKCQYOQ-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.301	0.344	0.758	4.00	0.80	1.205	24859.38000	170.08344:63762 171.08701:6470	66.03336:866 74.02354:14690 79.95577:1544 82.02879:3278 88.03975:1456 93.03281:668 96.95859:5228 99.08054:518 111.08078:930 124.07379:912 126.09167:4276 127.09467:562 128.10707:1246 130.08652:4966 131.03711:598 144.04570:1082 169.02023:624 169.04123:808 170.08269:570
1284	no MS2: trans-1,4-Cyclohexanedicarboxylic acid	1445	5.121	5.532	5.894	171.06766	4012	87895	1.000	3867.12500	11.391	0.860	0.997	1.000		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	171.06630	C8H12O4	null	PXGZQGDTEZPERC-IZLXSQMJSA-N		530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.329	3867.12500	171.06766:5450 172.06705:596 173.06477:364	null
1285	Unknown	1445	4.715	5.532	6.437	171.08701	2606	36573	1.000	2606.00000	11.118	0.805	1.000	1.000		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2606.00000	171.08701:6470 173.08350:5218	null
1286	N-ACETYL-L-LEUCINE	1445	4.765	5.532	5.790	172.09918	45462	771210	1.000	45462.00000	46.220	0.817	0.990	0.603		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	172.09700	C8H15NO3	Leucine and derivatives	WXNXCEHXYPACJF-ZETCQYMHSA-N	O=C(NC(C(=O)O)CC(C)C)C	430	False	True	True	0.00	0.98	0.736	0.728	0.880	4.00	1.00	1.680	45462.00000	172.09918:98970 173.10254:10972 174.10515:940	71.04777:372 72.04469:482 74.02365:3646 79.95533:760 82.02902:940 82.06459:658 85.06511:2134 87.00854:772 88.03918:808 93.03339:1246 96.95903:1216 97.06465:448 98.95528:922 99.08076:612 100.07571:1722 111.04331:950 111.08092:350 126.09144:1220 127.07662:688 128.10728:2746 130.08618:25408 131.03783:498 131.08965:2352 172.09969:772
1287	Unknown	1445	5.121	5.532	5.790	173.10254	4836	80835	1.000	4756.62500	15.022	0.678	0.999	0.795		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4756.62500	173.10254:10972 174.10515:940 175.09894:17860	null
1288	no MS2: Ginkgotoxin	1445	5.326	5.532	6.341	182.08350	8299	114244	1.000	8298.75000	22.639	0.700	0.997	0.759		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	182.08231	C9H13NO3	null	SVINQHQHARVZFF-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.330	8298.75000	182.08350:23654 183.08623:1640	null
1289	no MS2: cis-Pinonic acid	1445	5.174	5.532	5.944	183.10347	3108	78818	1.000	3027.37500	7.900	0.923	1.000	0.801		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	183.10271	C10H16O3	null	SIZDUQQDBXJXLQ-UHFFFAOYSA-N		530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.332	3027.37500	183.10347:3634 184.09898:48024 185.10245:5720	null
1290	low score: 5-Oxo-1-propyl-2-pyrrolidineacetic acid	1445	4.614	5.532	5.994	184.09898	15398	261192	1.000	15398.25000	27.100	0.809	1.000	0.758		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	184.09790	C9H15NO3	null	OLNRYIJLDVURDG-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.402	0.447	0.936	2.00	1.00	1.400	15398.25000	184.09898:48024 185.10245:5720	67.01737:696 68.99512:536 74.02358:10948 80.02510:564 81.03344:1134 83.04812:474 86.06023:1006 112.07509:504 116.07056:1558 136.07639:1208 138.09111:3998 139.07416:624 139.09511:736 139.11166:1158 140.10596:2526 142.12270:1650 182.08281:738 184.09918:3150 185.10292:462 185.11847:1326
1291	Unknown	1445	4.564	5.532	6.291	185.10245	2011	38641	1.000	2011.00000	8.599	0.729	1.000	0.436		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2011.00000	185.10245:5720 187.09894:1576	null
1292	no MS2: N-Acetylmethionine	1445	5.018	5.532	5.894	190.05481	1217	28263	1.000	1217.25000	5.331	0.928	0.997	0.832		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	190.05434	C7H13NO3S	Methionine and derivatives	XUYPXLNMDZIRQH-UHFFFAOYNA-N	O=C(O)C(N=C(O)C)CCSC	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.333	1217.25000	190.05481:2410	null
1293	no MS2: Actrarit	1445	5.070	5.532	5.894	192.06818	17900	257197	1.000	17899.50000	31.470	0.915	1.000	0.758		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	192.06662	C10H11NO3	Benzene and substituted derivatives	MROJXXOCABQVEF-UHFFFAOYSA-N	O=C(O)CC1=CC=C(N=C(O)C)C=C1	530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.327	17899.50000	192.06818:44112 193.07047:4260	null
1294	Unknown	1445	5.070	5.532	6.094	193.07047	1859	26454	1.000	1858.87500	10.489	0.893	1.000	0.759		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1858.87500	193.07047:4260	63.96064:1080 68.99758:696 71.01217:754 72.99166:660 74.02382:1918 78.95920:710 79.95617:6784 80.96394:870 83.01292:606 92.04984:1080 95.01263:1018 111.00734:5058 112.03959:734 113.02296:1610 120.04470:1360 194.04816:636
1295	2-(N-Morpholino)ethanesulfonic acid	1445	5.174	5.532	6.688	194.04993	42727	709832	1.000	42727.25000	42.896	0.866	1.000	0.801		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	194.04919	C6H13NO4S	null	SXGZJKUKBWWHRA-UHFFFAOYSA-N		430	False	True	True	0.00	1.00	0.837	0.810	0.929	5.00	1.00	1.799	42727.25000	194.04993:122060 195.05284:10586 196.04622:6310	63.96127:6632 64.96922:664 65.95722:720 66.03409:250 71.01292:526 72.99234:550 74.02393:1810 77.03909:876 79.95610:58858 80.96393:7558 81.95240:2710 82.95850:260 85.02699:270 86.02359:246 86.05995:1596 91.05546:268 93.03384:468 93.97187:452 100.07586:4186 101.07780:440 106.04205:386 106.97946:8578 107.98273:408 108.97466:440 109.06324:258 111.00829:1520 112.01113:1172 113.02206:670 116.04927:258 124.00610:2952 128.07144:1934 130.08574:1814 136.05307:280 146.06154:260 148.07616:526 194.01024:224 194.04965:19262 195.05185:1500 196.04565:958
1296	Unknown	1445	5.121	5.532	5.994	195.05284	3589	63670	110.569	32.45833	11.775	0.772	1.000	0.801		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	32.45833	195.05284:10586 196.04622:6310 197.04701:1116	null
1297	Unknown	1445	5.273	5.532	6.044	196.04622	2137	30606	1.000	2136.50000	11.008	0.932	1.000	0.758		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2136.50000	196.04622:6310 197.04701:1116 198.04100:2644	null
1298	low score: Methyl 2-(2-hydroxypropanoylamino)-3-methylbutanoate	1445	5.174	5.532	6.094	202.10867	22464	361616	1.000	22359.75000	32.893	0.843	0.999	0.759		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	202.10851	C9H17NO4	null	WDKOBPGTYYAAKJ-UHFFFAOYSA-N		530	False	True	False	0.00	1.00	0.209	0.330	0.572	15.00	0.48	1.041	22359.75000	202.10867:55216 203.11295:6362 204.11475:538	62.99009:906 68.99686:4194 69.03365:5052 71.01287:604 71.04862:1154 72.99231:1260 73.01070:9370 73.02804:682 74.02369:968 75.00705:548 77.03794:3146 79.01753:688 79.05430:3392 79.95634:45880 80.96382:13896 81.02087:828 81.03361:5666 82.02869:8152 83.01270:910 84.04434:696 87.04369:2344 95.01282:1490 96.04417:1152 96.95950:1152 97.02855:17712 97.06417:464 99.00780:2212 99.08103:768 100.07513:524 101.06001:486 102.03368:754 103.05416:23534 104.05738:1642 107.01301:804 111.08083:542 113.02256:708 114.09081:730 116.07019:1638 117.06979:1318 123.00842:634 123.04379:61916 124.01554:2116 124.03989:10384 125.02322:100658 126.02632:1122 128.10684:516 130.06471:13862 130.08615:2860 131.06822:1046 139.03979:984 139.11148:770 140.10780:508 141.01781:606 155.10783:1088 156.10213:542 157.12590:782 158.11906:1576 160.07776:8294 161.08064:632 183.10440:676 201.11383:780 202.10957:1596 203.00212:3350 203.13077:874 204.98111:2610
1299	no MS2: 2,4-Dichloro-3-ethyl-5-methylphenol	1445	5.174	5.532	5.738	203.00221	27065	394738	1.000	26563.13000	39.876	0.716	0.993	0.758		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	203.00360	C9H10Cl2O	null	NOEYLPXWMIBMCJ-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.329	26563.13000	203.00221:73308 203.99777:28880 204.99913:14702	null
1300	Unknown	1445	4.814	5.532	6.195	203.11295	2519	35246	1.000	2519.37500	12.111	0.937	1.000	0.758		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2519.37500	203.11295:6362 204.11475:538 205.11131:940	null
1301	Unknown	1445	5.273	5.532	5.738	203.99777	12253	195771	1.000	11386.88000	24.472	0.766	0.997	0.758		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11386.88000	203.99777:28880 204.99913:14702	null
1302	no MS2: 5-Methoxy-3-indoleacetic acid	1445	5.018	5.532	6.341	204.06667	22139	331218	1.000	22139.38000	34.905	0.881	1.000	0.759		[M+Na-2H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	204.06662	C11H11NO3	Indole-3-acetic acid derivatives	COCNDHOPIHDTHK-UHFFFAOYSA-N	O=C(O)CC1=CNC=2C=CC(OC)=CC21	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.333	22139.38000	204.06667:63624 205.07092:7648	null
1303	low score: Aspernigrin A	1445	5.376	5.532	6.094	209.06773	2335	32533	1.000	2335.37500	9.832	0.909	1.000	0.676		[M-H-H2O]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	209.07201	C13H12N2O2	null	RUUZDCZRFRLJFC-UHFFFAOYSA-N		530	False	True	False	0.00	0.91	0.151	0.878	0.165	3.00	0.15	1.051	2335.37500	209.06773:6776 210.06511:610 211.06430:724	77.03839:31860 79.95615:721892 79.96671:2496 80.24020:748 80.33859:646 80.38007:744 80.41173:646 80.96396:208578 92.04940:17688 102.03446:774 104.04927:4228 118.02869:3368 120.04418:6386 131.03580:1896 132.04417:158350 133.04671:800 212.00194:52904
